isin,list,last_date,cur,price_change,price_bid,price_ask,price_avg,price_open,price_close,price_high,price_low,yield_change,yield_bid,yield_ask,yield_avg,yield_open,yield_close,yield_high,yield_low,vol,snapshot_date,market
AMSTAMB21ER3,BBOND,2026-07-30,AMD,-,102.6899,103.7415,-,-,-,-,-,-,12.0000,11.4286,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMSTIGB21ER8,BBOND,2026-07-30,AMD,-,90,97.25,97.25,97.25,97.25,97.25,97.25,-,20.4518,14.7453,14.7453,14.7453,14.7453,14.7453,14.7453,10,2026-07-31,corporate_bonds
AMSWISB2FER5,BBOND,2026-07-30,AMD,-,99.9966,100.053,-,-,-,-,-,-,8.4000,8.0500,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMSWISB2HER1,BBOND,2026-07-30,AMD,-,102.3315,102.6578,-,-,-,-,-,-,8.7717,8.3700,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMSWISB2IER9,BBOND,2026-07-30,USD,-,100.9264,101.112,-,-,-,-,-,-,4.8500,4.6240,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMSWISB2JER7,BBOND,2026-07-30,EUR,-,101.8817,101.9687,-,-,-,-,-,-,2.2200,2.1165,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMSWISB2KER5,BBOND,2026-07-30,AMD,-,100.3042,100.394,-,-,-,-,-,-,8.5000,8.0999,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMSWISB2LER3,BBOND,2026-07-30,AMD,-,101.1453,101.5494,-,-,-,-,-,-,8.8116,8.4000,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMSWISB2MER1,BBOND,2026-07-30,AMD,-,101.5,101.995,-,-,-,-,-,-,9.2911,9.0000,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMSWISB2NER9,BBOND,2026-07-30,USD,-,101.464,101.728,-,-,-,-,-,-,4.7500,4.5290,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMSWISB2OER7,BBOND,2026-07-30,USD,-,101.3827,101.8341,-,-,-,-,-,-,5.4548,5.2000,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMSWISB2PER4,BBOND,2026-07-30,EUR,-,103.53,103.7053,-,-,-,-,-,-,3.0351,2.9400,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMSWISB2QER2,BBOND,2026-07-30,AMD,-,100.6521,101.6622,-,-,-,-,-,-,9.7000,9.2425,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMSWISB2RER0,BBOND,2026-07-30,AMD,-,101.8464,102.9628,-,-,-,-,-,-,9.4934,9.0500,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMSWISB2SER8,BBOND,2026-07-30,AMD,-,101.7295,103.2259,-,-,-,-,-,-,9.9445,9.4800,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMTMHDB21ER0,BBOND,2026-07-30,AMD,-0.0032,103.4431,104.8945,104.8945,104.8945,104.8945,104.8945,104.8945,0.0000,10.7574,10.2500,10.2500,10.2500,10.2500,10.2500,10.2500,60,2026-07-31,corporate_bonds
AMTMHDB22ER8,BBOND,2026-07-30,USD,-,101.1465,102.33,102.33,102.33,102.33,102.33,102.33,-,8.6000,8.1947,8.1947,8.1947,8.1947,8.1947,8.1947,100,2026-07-31,corporate_bonds
AMTMHDB23ER6,BBOND,2026-07-30,USD,-,100.9104,101.7053,-,-,-,-,-,-,8.4485,8.1887,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMUNIBB2LER9,BBOND,2026-07-30,AMD,-,100.2229,100.2623,-,-,-,-,-,-,8.6005,8.1946,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMUNIBB2MER7,BBOND,2026-07-30,USD,-,100.0854,100.1042,-,-,-,-,-,-,4.0997,3.9060,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMUNIBB2NER5,BBOND,2026-07-30,AMD,-,100.3472,100.4173,-,-,-,-,-,-,8.6608,8.2501,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMUNIBB2OER3,BBOND,2026-07-30,AMD,-,101.0109,101.2174,-,-,-,-,-,-,8.9209,8.5003,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMUNIBB2PER0,BBOND,2026-07-30,USD,-,99.7535,99.8812,-,-,-,-,-,-,5.5003,5.2408,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMUNIBB2QER8,BBOND,2026-07-30,USD,-,99.5881,99.8159,-,-,-,-,-,-,5.4501,5.2000,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMUNIBB2RER6,BBOND,2026-07-30,AMD,-,100.3069,100.6651,-,-,-,-,-,-,9.4000,9.0000,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMUNIBB2SER4,BBOND,2026-07-30,USD,-,99.5505,100.7639,-,-,-,-,-,-,6.3500,6.0800,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMUNIBB2TER2,BBOND,2026-07-30,AMD,-,116.5511,122.3218,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMUNIBB2UER0,BBOND,2026-07-30,USD,-,100.1143,105.0585,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMUNIBBM1ER9,BBOND,2026-07-30,AMD,-,116.513,121.1,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMUNIBBM2ER7,BBOND,2026-07-30,USD,-,99.7485,100.4302,99.7485,99.7485,99.7485,99.7485,99.7485,-,5.7000,5.4286,5.7000,5.7000,5.7000,5.7000,5.7000,16,2026-07-31,corporate_bonds
AMVAGAB21ER9,BBOND,2026-07-30,AMD,-,104.3026,105.2841,-,-,-,-,-,-,10.3000,9.8140,-,-,-,-,-,0,2026-07-31,corporate_bonds
XS3239201414,BBOND,2026-07-30,USD,-,-,101.4648,-,-,-,-,-,-,-,6.2196,-,-,-,-,-,0,2026-07-31,corporate_bonds
AMACBAB2EER9,BBOND,2026-08-03,AMD,-,100.2149,100.3124,-,-,-,-,-,-,8.5004,8.1004,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMACBAB2FER6,BBOND,2026-08-03,USD,-,99.9136,99.969,-,-,-,-,-,-,4.8281,4.6012,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMACBAB2GER4,BBOND,2026-08-03,AMD,-1.1855,103.7091,104.884,103.7091,103.7091,103.7091,103.7091,103.7091,0.4200,9.6200,9.2000,9.6200,9.6200,9.6200,9.6200,9.6200,1,2026-08-03,corporate_bonds
AMACBAB2HER2,BBOND,2026-08-03,USD,-,101.7181,102.4804,102.4804,102.4804,102.4804,102.4804,102.4804,-,5.4074,5.1500,5.1500,5.1500,5.1500,5.1500,5.1500,100,2026-08-03,corporate_bonds
AMACBAB2IER0,BBOND,2026-08-03,AMD,-1.1741,101.8404,103.1487,101.8404,101.8404,101.8404,101.8404,101.8404,0.4174,9.8174,9.3500,9.8174,9.8174,9.8174,9.8174,9.8174,10,2026-08-03,corporate_bonds
AMACBAB2JER8,BBOND,2026-08-03,AMD,-,99.7795,100.4144,-,-,-,-,-,-,9.6500,9.2000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMACBAB2KER6,BBOND,2026-08-03,AMD,-0.0019,100.4592,101.7649,101.765,101.765,101.765,101.765,101.765,0.0000,9.8400,9.4000,9.4000,9.4000,9.4000,9.4000,9.4000,7,2026-08-03,corporate_bonds
AMACBAB2LER4,BBOND,2026-08-03,AMD,-,104.2973,105.7757,-,-,-,-,-,-,9.2040,8.7750,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMACBAB2MER2,BBOND,2026-08-03,USD,-,101.63,102.4959,-,-,-,-,-,-,5.0500,4.8150,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMACBAB2NER0,BBOND,2026-08-03,AMD,-,104.4645,106.07,104.4645,104.4645,104.4645,104.4645,104.4645,-,9.2500,8.8180,9.2500,9.2500,9.2500,9.2500,9.2500,15,2026-08-03,corporate_bonds
AMACBAB2OER8,BBOND,2026-08-03,USD,-,99.9966,101.0008,-,-,-,-,-,-,5.5000,5.2440,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMACBAB2PER5,BBOND,2026-08-03,AMD,-0.0016,101.61,103.0802,102.2041,102.204,102.2041,102.2041,102.204,0.0000,9.8000,9.4000,9.6375,9.6375,9.6375,9.6375,9.6375,1020,2026-08-03,corporate_bonds
AMAGRTB21KT0,BBOND,2026-08-03,AMD,-,104.0099,105.0725,104.0099,104.0099,104.0099,104.0099,104.0099,-,11.0500,10.5500,11.0500,11.0500,11.0500,11.0500,11.0500,1,2026-08-03,corporate_bonds
AMAGRTB22KT8,BBOND,2026-08-03,AMD,-0.7394,-,102.9915,101.9307,102.3775,101.7682,102.3775,101.7682,0.3000,-,11.0000,11.4333,11.2500,11.5000,11.5000,11.2500,150,2026-08-03,corporate_bonds
AMALPHB22ER4,BBOND,2026-08-03,AMD,-,102.5596,103.5262,-,-,-,-,-,-,9.9655,9.5000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBMFER9,BBOND,2026-08-03,USD,0.0017,99.9155,99.9372,99.9155,99.9155,99.9155,99.9155,99.9155,0.0531,4.8808,4.6511,4.8808,4.8808,4.8808,4.8808,4.8808,600,2026-08-03,corporate_bonds
AMAMRBBMIER3,BBOND,2026-08-03,USD,-,99.8382,99.9669,99.8679,99.8382,99.9669,99.9669,99.8382,-,5.0501,4.8098,4.9946,5.0501,4.8098,5.0501,4.8098,130,2026-08-03,corporate_bonds
AMAMRBBMNER3,BBOND,2026-08-03,USD,-,99.7803,99.98,-,-,-,-,-,-,5.0000,4.7710,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBMQER6,BBOND,2026-08-03,USD,-,100.0292,100.0514,-,-,-,-,-,-,4.9424,4.9000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBMRER4,BBOND,2026-08-03,USD,-,100.0661,100.4382,-,-,-,-,-,-,5.4540,5.2000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBMSER2,BBOND,2026-08-03,USD,-,101.1568,101.7667,-,-,-,-,-,-,5.5070,5.2500,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBN3ER8,BBOND,2026-08-03,USD,-,99.8031,99.9641,-,-,-,-,-,-,5.0300,4.8001,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBN4ER6,BBOND,2026-08-03,USD,-,99.9175,100.3261,-,-,-,-,-,-,5.3000,5.0500,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBN5ER3,BBOND,2026-08-03,USD,-,100.8603,101.5114,-,-,-,-,-,-,5.4070,5.1500,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBN6ER1,BBOND,2026-08-03,USD,-,101.8807,102.9881,101.8807,101.8807,101.8807,101.8807,101.8807,-,5.5439,5.2800,5.5439,5.5439,5.5439,5.5439,5.5439,60,2026-08-03,corporate_bonds
AMAMRBBN7ER9,BBOND,2026-08-03,AMD,-,100.1589,100.2003,-,-,-,-,-,-,8.0003,7.6270,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBN8ER7,BBOND,2026-08-03,AMD,-,101.1624,101.4785,-,-,-,-,-,-,8.3301,7.9500,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBN9ER5,BBOND,2026-08-03,AMD,-,100.4516,100.5859,100.5859,100.5859,100.5859,100.5859,100.5859,-,8.2301,7.8600,7.8600,7.8600,7.8600,7.8600,7.8600,5,2026-08-03,corporate_bonds
AMAMRBBNAER8,BBOND,2026-08-03,AMD,-,100.3995,100.63,100.3995,100.3995,100.3995,100.3995,100.3995,-,8.5533,8.1594,8.5533,8.5533,8.5533,8.5533,8.5533,10,2026-08-03,corporate_bonds
AMAMRBBNBER6,BBOND,2026-08-03,AMD,-,102.004,102.5333,-,-,-,-,-,-,8.1500,7.8000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBNCER4,BBOND,2026-08-03,USD,-,98.9522,99.3607,-,-,-,-,-,-,5.4000,5.1453,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBNDER2,BBOND,2026-08-03,USD,-,98.2608,98.8775,98.8775,98.8775,98.8775,98.8775,98.8775,-,5.7000,5.4500,5.4500,5.4500,5.4500,5.4500,5.4500,29,2026-08-03,corporate_bonds
AMAMRBBNEER0,BBOND,2026-08-03,AMD,-,100.7103,101.364,101.3641,101.3641,101.3641,101.3641,101.3641,-,8.8300,8.4501,8.4500,8.4500,8.4500,8.4500,8.4500,12,2026-08-03,corporate_bonds
AMAMRBBNFER7,BBOND,2026-08-03,USD,-,98.4175,99.0726,-,-,-,-,-,-,5.6000,5.3500,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBNGER5,BBOND,2026-08-03,AMD,-0.3731,100.624,100.99,100.624,100.624,100.624,100.624,100.624,0.4013,8.5535,8.1504,8.5535,8.5535,8.5535,8.5535,8.5535,21,2026-08-03,corporate_bonds
AMAMRBBNHER3,BBOND,2026-08-03,USD,-,99.5074,99.7267,-,-,-,-,-,-,5.0240,4.7900,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBNIER1,BBOND,2026-08-03,AMD,-0.0083,102.3918,103.1612,102.3918,102.3918,102.3918,102.3918,102.3918,0.0000,8.4800,8.0800,8.4800,8.4800,8.4800,8.4800,8.4800,405,2026-08-03,corporate_bonds
AMAMRBBNJER9,BBOND,2026-08-03,USD,-,99.0031,99.5089,99.5089,99.5089,99.5089,99.5089,99.5089,-,5.5099,5.2500,5.2500,5.2500,5.2500,5.2500,5.2500,200,2026-08-03,corporate_bonds
AMAMRBBNKER7,BBOND,2026-08-03,EUR,-,101.4901,101.5965,-,-,-,-,-,-,2.0990,2.0000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBNLER5,BBOND,2026-08-03,USD,-,99.7121,99.9815,-,-,-,-,-,-,4.9980,4.7650,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBNMER3,BBOND,2026-08-03,AMD,-,102.6324,103.4972,102.6324,102.6324,102.6324,102.6324,102.6324,-,8.5010,8.1000,8.5010,8.5010,8.5010,8.5010,8.5010,583,2026-08-03,corporate_bonds
AMAMRBBNNER1,BBOND,2026-08-03,USD,-,99.4762,99.7984,-,-,-,-,-,-,5.1426,4.9000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBNOER9,BBOND,2026-08-03,USD,-,107,111.6951,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMRBBNPER6,BBOND,2026-08-03,USD,-,102.1535,106.5,106.5,106.5,106.5,106.5,106.5,-,-,-,0.0000,-,-,-,-,1,2026-08-03,corporate_bonds
AMAMRBBNQER4,BBOND,2026-08-03,AMD,0.9717,102.9794,103.9596,103.9596,103.9596,103.9596,103.9596,103.9596,-0.4010,8.5010,8.1000,8.1000,8.1000,8.1000,8.1000,8.1000,5,2026-08-03,corporate_bonds
AMAMTLB21ER8,ABOND,2026-08-03,USD,-,102.7185,103.709,-,-,-,-,-,-,7.0283,6.7000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMTLB22ER6,ABOND,2026-08-03,USD,-,102.6806,103.344,-,-,-,-,-,-,6.6024,6.3000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMAMTLB23ER4,ABOND,2026-08-03,AMD,-0.2908,103.1042,104.4945,104.2065,104.2065,104.2065,104.2065,104.2065,0.0977,10.3851,9.9002,10.0000,10.0000,10.0000,10.0000,10.0000,10,2026-08-03,corporate_bonds
AMANLBB2PER9,BBOND,2026-08-03,USD,-,99.552,99.7884,-,-,-,-,-,-,5.2000,4.9619,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMANLBB2QER7,BBOND,2026-08-03,AMD,-,100.0891,100.1384,-,-,-,-,-,-,8.7065,8.3001,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMANLBB2RER5,BBOND,2026-08-03,USD,-,99.2162,99.5003,-,-,-,-,-,-,5.4580,5.2000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMANLBB2SER3,BBOND,2026-08-03,USD,-,99.8581,100.0182,-,-,-,-,-,-,4.9501,4.7233,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMANLBB2TER1,BBOND,2026-08-03,USD,-,98.9697,99.25,-,-,-,-,-,-,5.7500,5.4763,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMANLBB2UER9,BBOND,2026-08-03,AMD,-,100.6939,101.2812,-,-,-,-,-,-,9.4499,9.0000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMANLBBM1ER8,BBOND,2026-08-03,AMD,-0.0064,101.6705,101.6919,101.6705,101.6705,101.6705,101.6705,101.6705,0.0000,9.5000,9.4900,9.5000,9.5000,9.5000,9.5000,9.5000,740,2026-08-03,corporate_bonds
AMANLBBM2ER6,BBOND,2026-08-03,USD,-,99.2782,99.7257,-,-,-,-,-,-,5.4000,5.1500,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMANLBBM3ER4,BBOND,2026-08-03,USD,-,99.4882,99.9925,-,-,-,-,-,-,5.2450,5.0000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMANLBBM4ER2,BBOND,2026-08-03,USD,-,99.5615,100.0752,-,-,-,-,-,-,5.2000,4.9619,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMANLBBM5ER9,BBOND,2026-08-03,AMD,-,100.1065,101.1876,-,-,-,-,-,-,9.9500,9.4800,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMANLBBM7ER5,BBOND,2026-08-03,AMD,-,100.0984,101.2067,-,-,-,-,-,-,9.9500,9.5000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMARBBB2FER8,BBOND,2026-08-03,AMD,-0.0079,100.017,100.0308,100.0308,100.0308,100.0308,100.0308,100.0308,0.0018,9.1249,8.7013,8.7013,8.7013,8.7013,8.7013,8.7013,198,2026-08-03,corporate_bonds
AMARBBB2GER6,BBOND,2026-08-03,AMD,-,100.2928,100.5188,100.5145,100.2928,100.5188,100.5188,100.2928,-,9.1729,8.7450,8.7532,9.1729,8.7450,9.1729,8.7450,105,2026-08-03,corporate_bonds
AMARBBB2HER4,BBOND,2026-08-03,USD,-,99.8169,99.9438,-,-,-,-,-,-,5.0870,4.8501,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMARBBB2IER2,BBOND,2026-08-03,USD,-,99.4462,99.6227,-,-,-,-,-,-,5.5590,5.3000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMARBBB2JER0,BBOND,2026-08-03,AMD,-,101.572,102.0455,-,-,-,-,-,-,9.0000,8.6300,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMARBBB2KER8,BBOND,2026-08-03,USD,-,100.0753,100.4132,-,-,-,-,-,-,5.6900,5.4300,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMARBBB2LER6,BBOND,2026-08-03,AMD,-,100.6924,101.3372,101.3372,101.337,101.3372,101.3372,101.337,-,9.7550,9.3000,9.3000,9.3001,9.3000,9.3001,9.3000,130,2026-08-03,corporate_bonds
AMARBBB2MER4,BBOND,2026-08-03,AMD,-,100.8396,101.4793,-,-,-,-,-,-,9.6476,9.1940,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMARBBB2NER2,BBOND,2026-08-03,USD,-,99.9849,100.3621,-,-,-,-,-,-,5.5100,5.2500,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMARBBB2OER0,BBOND,2026-08-03,AMD,-,100.2108,100.8891,100.8891,100.8891,100.8891,100.8891,100.8891,-,9.8500,9.3850,9.3850,9.3850,9.3850,9.3850,9.3850,95,2026-08-03,corporate_bonds
AMARBBB2PER7,BBOND,2026-08-03,AMD,-,100.1754,100.8888,-,-,-,-,-,-,9.8800,9.4130,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMARBKB2PER6,BBOND,2026-08-03,USD,-,99.9813,100.0105,-,-,-,-,-,-,5.1349,4.8999,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMARBKB2QER4,BBOND,2026-08-03,USD,-,99.9955,100.2691,-,-,-,-,-,-,5.5020,5.2500,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMARBKB2RER2,BBOND,2026-08-03,USD,-,100.0756,100.4922,-,-,-,-,-,-,5.7000,5.4340,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMARBKB2SER0,BBOND,2026-08-03,USD,-,100.0849,100.5561,-,-,-,-,-,-,5.7000,5.4312,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMARLSB21ER9,ABOND,2026-08-03,AMD,-,105.0284,106.0813,-,-,-,-,-,-,9.7124,9.2500,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMARLVB21ER3,ABOND,2026-08-03,AMD,-,101.0166,101.8221,-,-,-,-,-,-,11.2874,10.7500,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMASGRB21ER9,BBOND,2026-08-03,AMD,-,103.0689,105.0962,-,-,-,-,-,-,11.1699,10.6400,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMASGRB22ER7,BBOND,2026-08-03,USD,-,99.4316,100.8177,-,-,-,-,-,-,7.1386,6.8000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMASGRB23KT8,ABOND,2026-08-03,AMD,-,104.5046,107.483,-,-,-,-,-,-,11.3903,10.8500,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMASGRB24KT6,ABOND,2026-08-03,USD,-,101.5723,103.7021,-,-,-,-,-,-,7.2415,6.9000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMCOVSB2JER8,ABOND,2026-08-03,USD,-,99.64,99.8081,-,-,-,-,-,-,5.2660,5.0201,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMCOVSB2KER6,ABOND,2026-08-03,AMD,-0.0830,100.2975,100.3918,100.2975,100.2975,100.2975,100.2975,100.2975,0.2901,8.3901,7.9998,8.3901,8.3901,8.3901,8.3901,8.3901,50,2026-08-03,corporate_bonds
AMCOVSB2LER4,ABOND,2026-08-03,USD,-,99.4802,99.7544,-,-,-,-,-,-,4.9300,4.7000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMCOVSB2MER2,ABOND,2026-08-03,USD,-,100.8039,101.1472,-,-,-,-,-,-,4.5000,4.2900,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMCOVSB2NER0,ABOND,2026-08-03,AMD,-,102.6231,102.8782,-,-,-,-,-,-,6.8500,6.5305,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMCOVSB2OER8,ABOND,2026-08-03,AMD,-,102.4527,102.8958,-,-,-,-,-,-,7.6990,7.3400,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMCOVSB2PER5,ABOND,2026-08-03,USD,-,99.6935,100.4411,-,-,-,-,-,-,5.3500,5.1000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMCOVSB2QER3,ABOND,2026-08-03,USD,-,100.3788,100.8534,-,-,-,-,-,-,4.8200,4.6000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMCRFOB21ER6,BBOND,2026-08-03,AMD,-,101.2865,102.021,-,-,-,-,-,-,11.7500,11.1906,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMDLNTB21ER0,BBOND,2026-08-03,AMD,-,102.8556,103.99,103.9834,103.9834,103.9834,103.9834,103.9834,-,12.0000,11.4303,11.4335,11.4335,11.4335,11.4335,11.4335,10,2026-08-03,corporate_bonds
AMDLNTB22ER8,BBOND,2026-08-03,USD,-0.9611,-,100.2926,99.4259,99.6742,99.3327,99.6742,99.3327,0.4760,-,8.5940,9.0236,8.9000,9.0700,9.0700,8.9000,495,2026-08-03,corporate_bonds
AMEABRB21ER0,ABOND,2026-08-03,USD,-,100.0605,100.0668,-,-,-,-,-,-,4.0975,3.9090,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMEVTMB21ER9,ABOND,2026-08-03,AMD,-,100.7753,100.9219,100.9219,100.9219,100.9219,100.9219,100.9219,-,9.8500,9.3813,9.3813,9.3813,9.3813,9.3813,9.3813,39,2026-08-03,corporate_bonds
AMFARMB21ER4,BBOND,2026-08-03,AMD,-,100.7248,100.8272,-,-,-,-,-,-,9.2500,8.8299,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFMGCB25ER4,BBOND,2026-08-03,AMD,-,101.8622,102.2381,-,-,-,-,-,-,9.5459,9.1000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFMGCB26ER2,BBOND,2026-08-03,USD,-,100.5486,100.8004,-,-,-,-,-,-,6.3464,6.0501,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFNCAB2GER5,BBOND,2026-08-03,AMD,-,101.4513,101.5976,-,-,-,-,-,-,8.1999,7.8246,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFNCAB2HER3,BBOND,2026-08-03,AMD,-,102.1866,102.7445,-,-,-,-,-,-,9.9500,9.5001,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFNCAB2IER1,BBOND,2026-08-03,AMD,-,101.9,102.3772,-,-,-,-,-,-,10.1369,9.8001,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFNCAB2JER9,BBOND,2026-08-03,AMD,-,102.4736,102.4838,-,-,-,-,-,-,10.3400,10.3343,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFNCAB2KER7,BBOND,2026-08-03,AMD,-,102.7723,103.768,-,-,-,-,-,-,10.3800,9.9000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFSCRB2DER8,BBOND,2026-08-03,AMD,-,100.4678,100.5505,-,-,-,-,-,-,8.7000,8.3002,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFSCRB2EER6,BBOND,2026-08-03,AMD,-,100.8943,101.3877,-,-,-,-,-,-,9.4400,9.0000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFSCRB2FER3,BBOND,2026-08-03,USD,-,100.3394,100.6366,-,-,-,-,-,-,5.9500,5.6900,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFSCRB2GER1,BBOND,2026-08-03,EUR,-,103.0525,103.1951,-,-,-,-,-,-,2.6300,2.5100,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFSCRB2HER9,BBOND,2026-08-03,AMD,-,101.3883,102.0263,-,-,-,-,-,-,9.7500,9.3000,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFSCRB2IER7,BBOND,2026-08-03,USD,-,100.2138,100.621,-,-,-,-,-,-,6.1000,5.8200,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFSCRB2JER5,BBOND,2026-08-03,EUR,-,103.6633,103.8629,-,-,-,-,-,-,2.8000,2.6700,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFSCRB2KER3,BBOND,2026-08-03,AMD,-,100.8861,101.317,-,-,-,-,-,-,9.8000,9.3430,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFSCRB2LER1,BBOND,2026-08-03,USD,-,100.5209,100.7838,-,-,-,-,-,-,5.7079,5.4360,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFSCRB2MER9,BBOND,2026-08-03,USD,-,100.1328,100.4463,-,-,-,-,-,-,6.1186,5.8300,-,-,-,-,-,0,2026-08-03,corporate_bonds
AMFSCRB2NER7,BBOND,2026-08-03,AMD,-0.5423,100.8143,101.3718,101.017,101.3718,100.8143,101.3718,100.8143,0.4527,10.0227,9.5500,9.8508,9.5500,10.0227,10.0227,9.5500,22,2026-08-03,corporate_bonds
